Tripoli tab-delimited output of processed data for:
A521__U.trip
produced on: 2021-12-28

Each column header shows ratio name, Tripolized mean, Tripolized stdErr, Fractionation Corrected flag.
Data is presented by blocks that are separated by blank lines. 
Any discarded value is shown as a negative number. 
Any missing value is represented by a blank entry. 

Time            	i208_S1         	i207_S1         	i204_S1         	R64S1           	R74S1           	R84S1           	R86S1           	R76S1           	R87S1           	R64S2           	R74S2           	R84S2           	R86S2           	R76S2           	R87S2           	R64S3           	R74S3           	R84S3           	R86S3           	R76S3           	R87S3           	
3.458560000E+002	3.503568178E+000	3.976228559E+000	7.378622314E-001	2.211237956E+000	5.388849558E+000	4.748268754E+000	2.147335045E+000	2.437028337E+000	8.811284679E-001	2.211253088E+000	5.389225538E+000	4.749548055E+000	2.147898891E+000	2.437181690E+000	8.813043769E-001	2.211237099E+000	5.389514734E+000	4.749453312E+000	2.147871576E+000	2.437330097E+000	8.812395079E-001	
3.897030000E+002	3.605865838E+000	4.092035034E+000	7.592537708E-001	2.211434081E+000	5.389548517E+000	4.749223483E+000	2.147576328E+000	2.437128271E+000	8.811913407E-001	2.211541460E+000	5.389809102E+000	4.749576781E+000	2.147631806E+000	2.437127768E+000	8.812142863E-001	2.211356614E+000	5.389344144E+000	4.749014089E+000	2.147556870E+000	2.437121226E+000	8.811859035E-001	
4.334850000E+002	3.712597697E+000	4.213114994E+000	7.817193394E-001	2.211298124E+000	5.389549396E+000	4.749271907E+000	2.147730265E+000	2.437278510E+000	8.812001816E-001	2.211167398E+000	5.389168905E+000	4.749136770E+000	2.147796126E+000	2.437250527E+000	8.812373212E-001	2.211319997E+000	5.389320108E+000	4.748829628E+000	2.147509015E+000	2.437150714E+000	8.811556064E-001	
4.773140000E+002	3.823219444E+000	4.338662354E+000	8.049765966E-001	2.211317418E+000	5.389799371E+000	4.749479004E+000	2.147805180E+000	2.437370288E+000	8.811977360E-001	2.211328132E+000	5.389040475E+000	4.749236120E+000	2.147684937E+000	2.437015293E+000	8.812767583E-001	2.211417976E+000	5.389638677E+000	4.748912858E+000	2.147451504E+000	2.437186790E+000	8.811189660E-001	
5.211120000E+002	3.941013541E+000	4.472586754E+000	8.298276647E-001	2.211410173E+000	5.389777835E+000	4.749195175E+000	2.147586745E+000	2.437258317E+000	8.811485965E-001	2.211498200E+000	5.390244147E+000	4.749630551E+000	2.147698131E+000	2.437372161E+000	8.811531392E-001	2.211384550E+000	5.389262084E+000	4.748680014E+000	2.147378670E+000	2.437053331E+000	8.811373319E-001	
5.649770000E+002	4.074818697E+000	4.624649995E+000	8.580259442E-001	2.211256607E+000	5.389871980E+000	4.749062339E+000	2.147675817E+000	2.437470153E+000	8.811085600E-001	2.211438969E+000	5.389789959E+000	4.750211881E+000	2.148018529E+000	2.437232063E+000	8.813352499E-001	2.211223107E+000	5.389460242E+000	4.749353420E+000	2.147839992E+000	2.437320877E+000	8.812298832E-001	

6.704680000E+002	4.444852279E+000	5.044725007E+000	9.359435601E-001	2.211016424E+000	5.389988481E+000	4.749060166E+000	2.147908136E+000	2.437787626E+000	8.810891124E-001	2.211600961E+000	5.389885041E+000	4.750289024E+000	2.147896075E+000	2.437096536E+000	8.813340150E-001	2.211666843E+000	5.389971037E+000	4.749665371E+000	2.147550109E+000	2.437062822E+000	8.812042473E-001	
7.142990000E+002	4.606387312E+000	5.227881681E+000	9.698785772E-001	2.211336787E+000	5.390243484E+000	4.749447426E+000	2.147772087E+000	2.437549774E+000	8.811192742E-001	2.211389880E+000	5.389761248E+000	4.749973667E+000	2.147958490E+000	2.437273181E+000	8.812957474E-001	2.211377360E+000	5.389790913E+000	4.749617143E+000	2.147809428E+000	2.437300395E+000	8.812247488E-001	
7.581290000E+002	4.773555796E+000	5.416838307E+000	1.005110482E+000	2.211304136E+000	5.389296405E+000	4.749284662E+000	2.147730194E+000	2.437157475E+000	8.812439148E-001	2.211123217E+000	5.389362524E+000	4.749744815E+000	2.148114035E+000	2.437386792E+000	8.813184852E-001	2.211714708E+000	5.390776634E+000	4.750505915E+000	2.147883675E+000	2.437374321E+000	8.812284830E-001	
8.019890000E+002	4.947505558E+000	5.614415181E+000	1.041780868E+000	2.211210962E+000	5.389247735E+000	4.749084680E+000	2.147730253E+000	2.437238159E+000	8.812147657E-001	2.211521783E+000	5.389853237E+000	4.749996012E+000	2.147840482E+000	2.437169409E+000	8.812848520E-001	2.211325132E+000	5.390123696E+000	4.749854549E+000	2.147967515E+000	2.437508450E+000	8.812143870E-001	
8.458190000E+002	5.128554970E+000	5.819997234E+000	1.079690386E+000	2.211676972E+000	5.390431656E+000	4.750023746E+000	2.147702312E+000	2.437259927E+000	8.811954309E-001	2.211505098E+000	5.389632263E+000	4.749807103E+000	2.147771265E+000	2.437087876E+000	8.812859341E-001	2.211569802E+000	5.390139582E+000	4.750063904E+000	2.147824545E+000	2.437245968E+000	8.812506302E-001	
8.896830000E+002	5.320466515E+000	6.037660728E+000	1.120090281E+000	2.211228708E+000	5.390334003E+000	4.750033639E+000	2.148142172E+000	2.437709850E+000	8.812132304E-001	2.211685001E+000	5.390378259E+000	4.750702959E+000	2.148001617E+000	2.437226937E+000	8.813301646E-001	2.211501988E+000	5.390356664E+000	4.749713970E+000	2.147732173E+000	2.437418865E+000	8.811502218E-001	
9.335430000E+002	5.524747150E+000	6.269331568E+000	1.163117425E+000	2.211106508E+000	5.390110605E+000	4.749947882E+000	2.148222107E+000	2.437743540E+000	8.812338429E-001	2.211518181E+000	5.389548192E+000	4.750144233E+000	2.147911002E+000	2.437035444E+000	8.813622336E-001	2.211532386E+000	5.390250904E+000	4.749767921E+000	2.147727047E+000	2.437337539E+000	8.811775196E-001	
9.774050000E+002	5.743847668E+000	6.517839242E+000	1.209179025E+000	2.211337053E+000	5.390301278E+000	4.750204520E+000	2.148114198E+000	2.437575616E+000	8.812502817E-001	2.211558565E+000	5.390356354E+000	4.750598955E+000	2.148077393E+000	2.437356369E+000	8.813144519E-001	2.211482635E+000	5.390059763E+000	4.749795853E+000	2.147787994E+000	2.437305941E+000	8.812139497E-001	
1.021219000E+003	5.975961223E+000	6.781812636E+000	1.258224705E+000	2.211127630E+000	5.389985276E+000	4.749518268E+000	2.148007290E+000	2.437663572E+000	8.811746275E-001	2.211443992E+000	5.390368590E+000	4.750636298E+000	2.148205569E+000	2.437488180E+000	8.813193790E-001	2.211871277E+000	5.390824454E+000	4.750486556E+000	2.147722883E+000	2.437223409E+000	8.812170748E-001	
1.065079000E+003	6.229501898E+000	7.069271745E+000	1.311458799E+000	2.211340555E+000	5.390387978E+000	4.750055359E+000	2.148043343E+000	2.437610962E+000	8.812084359E-001	2.211513556E+000	5.390267119E+000	4.750480232E+000	2.148067426E+000	2.437365624E+000	8.813070165E-001	2.211591171E+000	5.390428917E+000	4.750293495E+000	2.147907605E+000	2.437353245E+000	8.812459208E-001	

1.263355000E+003	8.626339604E+000	9.788748892E+000	1.816059471E+000	2.211302196E+000	5.390103710E+000	4.750031451E+000	2.148069794E+000	2.437524695E+000	8.812504744E-001	2.211645021E+000	5.390004136E+000	4.750396375E+000	2.147901825E+000	2.437101834E+000	8.813344583E-001	2.211569662E+000	5.390363492E+000	4.750153980E+000	2.147865410E+000	2.437347366E+000	8.812307347E-001	
1.307234000E+003	9.102856465E+000	1.032957668E+001	1.916357109E+000	2.211532543E+000	5.390214919E+000	4.750083593E+000	2.147869634E+000	2.437321095E+000	8.812419661E-001	2.211702897E+000	5.390399361E+000	4.750820301E+000	2.148037291E+000	2.437216756E+000	8.813484832E-001	2.211616204E+000	5.390743311E+000	4.750362694E+000	2.147914582E+000	2.437467813E+000	8.812073623E-001	
1.351073000E+003	9.583195127E+000	1.087468593E+001	2.017184336E+000	2.211547079E+000	5.391022396E+000	4.750778080E+000	2.148169544E+000	2.437670194E+000	8.812387951E-001	2.211844292E+000	5.390642728E+000	4.750768625E+000	2.147876613E+000	2.437170984E+000	8.812991075E-001	2.211610294E+000	5.390610853E+000	4.750397805E+000	2.147936197E+000	2.437414434E+000	8.812355288E-001	
1.394924000E+003	1.005836355E+001	1.141382895E+001	2.117422254E+000	2.211589389E+000	5.390435909E+000	4.750287068E+000	2.147906429E+000	2.437358370E+000	8.812435856E-001	2.211762566E+000	5.390660197E+000	4.750924704E+000	2.148026546E+000	2.437268937E+000	8.813252053E-001	2.211671777E+000	5.390812500E+000	4.750576805E+000	2.147957421E+000	2.437437850E+000	8.812357702E-001	
1.438770000E+003	1.052176055E+001	1.193994722E+001	2.215084335E+000	2.211258414E+000	5.390290128E+000	4.750049641E+000	2.148120550E+000	2.437657261E+000	8.812233717E-001	2.211959756E+000	5.390812298E+000	4.751135479E+000	2.147930343E+000	2.437120423E+000	8.813394376E-001	2.211868350E+000	5.391393907E+000	4.750882454E+000	2.147904713E+000	2.437484087E+000	8.811974298E-001	
1.482631000E+003	1.097036715E+001	1.244844530E+001	2.309189420E+000	2.211612809E+000	5.390829006E+000	4.750743726E+000	2.148090166E+000	2.437510301E+000	8.812640359E-001	2.211721160E+000	5.391094844E+000	4.751229845E+000	2.148204724E+000	2.437511085E+000	8.813107508E-001	2.211981812E+000	5.391725808E+000	4.751374966E+000	2.148017195E+000	2.437509106E+000	8.812345315E-001	
1.526496000E+003	1.140631998E+001	1.294415475E+001	2.401124924E+000	2.211495246E+000	5.390871015E+000	4.750406723E+000	2.148051972E+000	2.437658876E+000	8.811946547E-001	2.211837132E+000	5.390786457E+000	4.751330584E+000	2.148137634E+000	2.437243855E+000	8.813798546E-001	2.211908433E+000	5.391303028E+000	4.751058647E+000	2.147945446E+000	2.437398830E+000	8.812449648E-001	
1.570341000E+003	1.184840155E+001	1.344464194E+001	2.493951764E+000	2.211701679E+000	5.390898946E+000	4.750854335E+000	2.148053863E+000	2.437443982E+000	8.812731202E-001	2.211653749E+000	5.390638352E+000	4.751089960E+000	2.148206952E+000	2.437378976E+000	8.813594327E-001	2.211899489E+000	5.391653970E+000	4.751411901E+000	2.148113838E+000	2.437567347E+000	8.812531234E-001	
1.614186000E+003	1.224888334E+001	1.389909690E+001	2.577913562E+000	2.211773248E+000	5.391607035E+000	4.751471703E+000	2.148263484E+000	2.437685255E+000	8.812718865E-001	2.211754654E+000	5.390996054E+000	4.751473459E+000	2.148282338E+000	2.437429506E+000	8.813720900E-001	2.211818415E+000	5.391506071E+000	4.751285546E+000	2.148135450E+000	2.437589828E+000	8.812538619E-001	
1.658046000E+003	1.265105228E+001	1.435492683E+001	2.662309926E+000	2.211804565E+000	5.391906736E+000	4.751908165E+000	2.148430400E+000	2.437786241E+000	8.813038499E-001	2.211999103E+000	5.391419290E+000	4.751797861E+000	2.148191586E+000	2.437351482E+000	8.813630706E-001	2.211750737E+000	5.391424926E+000	4.751309029E+000	2.148211798E+000	2.437627728E+000	8.812714809E-001	

1.763418000E+003	1.362067228E+001	1.545551021E+001	2.866561697E+000	2.211709703E+000	5.391654477E+000	4.751571296E+000	2.148370236E+000	2.437776743E+000	8.812826039E-001	2.212163676E+000	5.392151735E+000	4.752697378E+000	2.148438395E+000	2.437501254E+000	8.814101703E-001	2.212163143E+000	5.392594171E+000	4.752454866E+000	2.148329286E+000	2.437701843E+000	8.812928835E-001	
1.807263000E+003	1.403204085E+001	1.592238643E+001	2.953285998E+000	2.211555105E+000	5.391413647E+000	4.751331519E+000	2.148411997E+000	2.437838259E+000	8.812774961E-001	2.211927288E+000	5.391553357E+000	4.752248671E+000	2.148465140E+000	2.437491226E+000	8.814247687E-001	2.212175068E+000	5.392383473E+000	4.752643615E+000	2.148403028E+000	2.437593458E+000	8.813623213E-001	
1.851121000E+003	1.444004841E+001	1.638447754E+001	3.038609363E+000	2.211943275E+000	5.392097367E+000	4.752189797E+000	2.148422995E+000	2.437719551E+000	8.813249230E-001	2.211977566E+000	5.391778299E+000	4.752414305E+000	2.148491186E+000	2.437537514E+000	8.814187160E-001	2.211934349E+000	5.392078219E+000	4.751989321E+000	2.148341032E+000	2.437720732E+000	8.812908730E-001	
1.894950000E+003	1.485981143E+001	1.686033456E+001	3.126531448E+000	2.212055302E+000	5.392664311E+000	4.752810479E+000	2.148594782E+000	2.437852393E+000	8.813473647E-001	2.212018950E+000	5.391779515E+000	4.752290696E+000	2.148395110E+000	2.437492461E+000	8.813955918E-001	2.211891904E+000	5.392112740E+000	4.752168946E+000	2.148463465E+000	2.437783116E+000	8.813185434E-001	
1.938779000E+003	1.529016614E+001	1.734895613E+001	3.216983297E+000	2.212214055E+000	5.392927014E+000	4.752951671E+000	2.148504418E+000	2.437796199E+000	8.813306129E-001	2.212377155E+000	5.392985837E+000	4.753263134E+000	2.148486809E+000	2.437643068E+000	8.813787534E-001	2.212257869E+000	5.392648304E+000	4.752575418E+000	2.148291790E+000	2.437621933E+000	8.813063917E-001	
1.982654000E+003	1.571155979E+001	1.782686272E+001	3.305559721E+000	2.212289128E+000	5.392993692E+000	4.753070923E+000	2.148485414E+000	2.437743613E+000	8.813418287E-001	2.212323450E+000	5.392719342E+000	4.753425577E+000	2.148612391E+000	2.437581784E+000	8.814524316E-001	2.212113762E+000	5.392686486E+000	4.752866929E+000	2.148563519E+000	2.437797992E+000	8.813542083E-001	
2.026483000E+003	1.613474799E+001	1.830691130E+001	3.394790966E+000	2.212047889E+000	5.392647584E+000	4.752795724E+000	2.148595312E+000	2.437853000E+000	8.813473624E-001	2.212444010E+000	5.392917080E+000	4.753566977E+000	2.148559221E+000	2.437538331E+000	8.814463317E-001	2.212305059E+000	5.393109197E+000	4.753207640E+000	2.148531741E+000	2.437778269E+000	8.813483031E-001	
2.070342000E+003	1.656522448E+001	1.879508651E+001	3.485189343E+000	2.212148882E+000	5.392845167E+000	4.753034298E+000	2.148605067E+000	2.437831020E+000	8.813593105E-001	2.212586847E+000	5.393398137E+000	4.754034369E+000	2.148631759E+000	2.437598391E+000	8.814543722E-001	2.212369177E+000	5.393287963E+000	4.753360804E+000	2.148538704E+000	2.437788422E+000	8.813474891E-001	
2.114172000E+003	1.700408713E+001	1.929302404E+001	3.577263688E+000	2.212254026E+000	5.393235087E+000	4.753378173E+000	2.148658389E+000	2.437891410E+000	8.813593504E-001	2.212445870E+000	5.393072277E+000	4.753780280E+000	2.148653824E+000	2.437606429E+000	8.814605174E-001	2.212464834E+000	5.393411547E+000	4.753602292E+000	2.148554959E+000	2.437738880E+000	8.813720687E-001	
2.158047000E+003	1.744644372E+001	1.979420836E+001	3.669977081E+000	2.212340384E+000	5.393550946E+000	4.753829066E+000	2.148778326E+000	2.437939020E+000	8.813913346E-001	2.212409946E+000	5.393289895E+000	4.753764367E+000	2.148681521E+000	2.437744372E+000	8.814220002E-001	2.212368743E+000	5.393411134E+000	4.753521157E+000	2.148611606E+000	2.437844574E+000	8.813570927E-001	

2.353257000E+003	1.998399636E+001	2.267352175E+001	4.203385256E+000	2.212438663E+000	5.394109835E+000	4.754262372E+000	2.148878724E+000	2.438083335E+000	8.813803422E-001	2.212581862E+000	5.393637494E+000	4.754370681E+000	2.148788600E+000	2.437712063E+000	8.814776088E-001	2.212613940E+000	5.394124873E+000	4.754533920E+000	2.148831223E+000	2.437896993E+000	8.814282265E-001	
2.397100000E+003	2.046568644E+001	2.321956140E+001	4.304925175E+000	2.212305849E+000	5.393720089E+000	4.754016761E+000	2.148896711E+000	2.438053532E+000	8.813984936E-001	2.212607661E+000	5.393861423E+000	4.754673248E+000	2.148900292E+000	2.437784845E+000	8.814971085E-001	2.212693671E+000	5.394387846E+000	4.754653967E+000	2.148808048E+000	2.437927996E+000	8.814075115E-001	
2.440932000E+003	2.095863153E+001	2.377773700E+001	4.408300484E+000	2.212392207E+000	5.393855770E+000	4.754356381E+000	2.148966339E+000	2.438019693E+000	8.814392865E-001	2.212557482E+000	5.393978397E+000	4.754850983E+000	2.149029357E+000	2.437893000E+000	8.815109430E-001	2.212699768E+000	5.394474975E+000	4.754822821E+000	2.148878438E+000	2.437960655E+000	8.814245766E-001	
2.484795000E+003	2.144692344E+001	2.433239673E+001	4.510708608E+000	2.212423555E+000	5.394362360E+000	4.754668347E+000	2.149076897E+000	2.438214124E+000	8.814143415E-001	2.212628464E+000	5.394123761E+000	4.755062707E+000	2.149056105E+000	2.437880489E+000	8.815264384E-001	2.212697540E+000	5.394552749E+000	4.754955168E+000	2.148940414E+000	2.437998259E+000	8.814364024E-001	
2.528639000E+003	2.193164281E+001	2.488164617E+001	4.612835340E+000	2.212411587E+000	5.394002677E+000	4.754482046E+000	2.149004315E+000	2.438064739E+000	8.814385774E-001	2.212638236E+000	5.394222033E+000	4.755208660E+000	2.149112577E+000	2.437914136E+000	8.815374361E-001	2.212559819E+000	5.394569119E+000	4.754812904E+000	2.149009877E+000	2.438157411E+000	8.814073560E-001	
2.572519000E+003	2.241625356E+001	2.543150934E+001	4.714133320E+000	2.212609842E+000	5.394736978E+000	4.755116591E+000	2.149098545E+000	2.438178153E+000	8.814362240E-001	2.212640585E+000	5.394299276E+000	4.755279232E+000	2.149142190E+000	2.437946458E+000	8.815378956E-001	2.212686844E+000	5.394468473E+000	4.755116927E+000	2.149023907E+000	2.437971956E+000	8.814801589E-001	
2.616349000E+003	2.290443272E+001	2.598536833E+001	4.816597407E+000	2.212740465E+000	5.394963733E+000	4.755313925E+000	2.149060860E+000	2.438136699E+000	8.814357538E-001	2.212761201E+000	5.394583368E+000	4.755627893E+000	2.149182609E+000	2.437941954E+000	8.815561033E-001	2.212905947E+000	5.395162236E+000	4.755666122E+000	2.149059307E+000	2.438044076E+000	8.814686036E-001	
2.660196000E+003	2.338526553E+001	2.653020141E+001	4.917642665E+000	2.212697173E+000	5.394902237E+000	4.755381210E+000	2.149133315E+000	2.438156609E+000	8.814582732E-001	2.212930001E+000	5.395141890E+000	4.756165365E+000	2.149261551E+000	2.438008382E+000	8.815644634E-001	2.212909231E+000	5.395220753E+000	4.755631795E+000	2.149040606E+000	2.438066901E+000	8.814526806E-001	
2.704026000E+003	2.387143309E+001	2.708063516E+001	5.019497543E+000	2.212781912E+000	5.395088838E+000	4.755741563E+000	2.149213863E+000	2.438147568E+000	8.814945789E-001	2.212871695E+000	5.394892799E+000	4.756004991E+000	2.149245708E+000	2.437960055E+000	8.815754397E-001	2.212814452E+000	5.395045763E+000	4.755654287E+000	2.149142818E+000	2.438092248E+000	8.814854397E-001	
2.747901000E+003	2.436021971E+001	2.763550162E+001	5.122641905E+000	2.212669361E+000	5.394775223E+000	4.755401638E+000	2.149169560E+000	2.438129853E+000	8.814828128E-001	2.212912802E+000	5.394976694E+000	4.756098873E+000	2.149248208E+000	2.437952679E+000	8.815791324E-001	2.213066221E+000	5.395595665E+000	4.756068629E+000	2.149085546E+000	2.438063359E+000	8.814723942E-001	

2.853297000E+003	2.552029984E+001	2.895054941E+001	5.365635031E+000	2.212894279E+000	5.395549500E+000	4.756249670E+000	2.149334342E+000	2.438231935E+000	8.815134899E-001	2.213098796E+000	5.395654810E+000	4.756789259E+000	2.149379534E+000	2.438054198E+000	8.815962893E-001	2.213025834E+000	5.395873748E+000	4.756442826E+000	2.149293855E+000	2.438233510E+000	8.814963153E-001	
2.897143000E+003	2.599356401E+001	2.948717985E+001	5.464795683E+000	2.212961251E+000	5.395843059E+000	4.756548189E+000	2.149404192E+000	2.438290800E+000	8.815208553E-001	2.213090107E+000	5.395586304E+000	4.756906074E+000	2.149440757E+000	2.438032815E+000	8.816291328E-001	2.213107549E+000	5.396106056E+000	4.756750236E+000	2.149353400E+000	2.438248452E+000	8.815153347E-001	
2.940991000E+003	2.646162614E+001	3.001900433E+001	5.563035290E+000	2.212992380E+000	5.396155654E+000	4.756688528E+000	2.149437373E+000	2.438397756E+000	8.814957969E-001	2.213054583E+000	5.395951829E+000	4.757037020E+000	2.149534429E+000	2.438237118E+000	8.815936783E-001	2.213175724E+000	5.396155809E+000	4.756925998E+000	2.149366608E+000	2.438195825E+000	8.815397788E-001	
2.984866000E+003	2.693659823E+001	3.055711889E+001	5.663058692E+000	2.212835004E+000	5.395868302E+000	4.756545834E+000	2.149525755E+000	2.438441317E+000	8.815162950E-001	2.213187237E+000	5.395979196E+000	4.757292234E+000	2.149520906E+000	2.438103341E+000	8.816365039E-001	2.213239882E+000	5.396468091E+000	4.757191927E+000	2.149424454E+000	2.438266242E+000	8.815380442E-001	
3.028711000E+003	2.740811812E+001	3.109012502E+001	5.761456299E+000	2.213035544E+000	5.396226823E+000	4.757151091E+000	2.149604467E+000	2.438382356E+000	8.815698907E-001	2.213381398E+000	5.396599874E+000	4.757881501E+000	2.149598576E+000	2.438169887E+000	8.816442968E-001	2.213278831E+000	5.396595886E+000	4.757268597E+000	2.149421271E+000	2.438281075E+000	8.815313759E-001	
3.072573000E+003	2.787617400E+001	3.162212447E+001	5.859628246E+000	2.213135173E+000	5.396609332E+000	4.757328082E+000	2.149587671E+000	2.438445422E+000	8.815402023E-001	2.213293090E+000	5.396513005E+000	4.757754715E+000	2.149627059E+000	2.438227919E+000	8.816349949E-001	2.213414585E+000	5.396957418E+000	4.757751571E+000	2.149507645E+000	2.438294866E+000	8.815618140E-001	
3.116402000E+003	2.834224314E+001	3.215031457E+001	5.957188505E+000	2.213215618E+000	5.396893944E+000	4.757654239E+000	2.149656906E+000	2.438485387E+000	8.815541473E-001	2.213542980E+000	5.397017921E+000	4.758220275E+000	2.149594707E+000	2.438180767E+000	8.816387762E-001	2.213458453E+000	5.397235598E+000	4.757925541E+000	2.149543640E+000	2.438372218E+000	8.815486105E-001	
3.160264000E+003	2.879802731E+001	3.266478634E+001	6.052180498E+000	2.213368804E+000	5.397193020E+000	4.758289564E+000	2.149795170E+000	2.438451744E+000	8.816230115E-001	2.213372889E+000	5.396600402E+000	4.758174737E+000	2.149739323E+000	2.438179499E+000	8.816985478E-001	2.213685563E+000	5.397697469E+000	4.758516875E+000	2.149590238E+000	2.438330700E+000	8.815827309E-001	
3.204077000E+003	2.925436023E+001	3.318371070E+001	6.148478080E+000	2.213335337E+000	5.397060910E+000	4.757983983E+000	2.149689613E+000	2.438428927E+000	8.815879722E-001	2.213413043E+000	5.397015454E+000	4.758414414E+000	2.149808608E+000	2.438322784E+000	8.816751508E-001	2.213545020E+000	5.397467812E+000	4.758329134E+000	2.149641905E+000	2.438381765E+000	8.815854583E-001	
3.247953000E+003	2.969702090E+001	3.368542360E+001	6.240558289E+000	2.213462548E+000	5.397822125E+000	4.758712205E+000	2.149895064E+000	2.438632689E+000	8.815985587E-001	2.213482266E+000	5.397160633E+000	4.758688521E+000	2.149865212E+000	2.438312118E+000	8.817022217E-001	2.213661493E+000	5.397836693E+000	4.758798057E+000	2.149740632E+000	2.438420106E+000	8.816120842E-001	

3.455422000E+003	3.205257526E+001	3.635485731E+001	6.734501035E+000	2.213587396E+000	5.398300055E+000	4.759458064E+000	2.150110754E+000	2.438711056E+000	8.816586731E-001	2.213895184E+000	5.398526960E+000	4.760080096E+000	2.150092801E+000	2.438474504E+000	8.817368388E-001	2.213815720E+000	5.398632766E+000	4.759660752E+000	2.149980555E+000	2.438609825E+000	8.816418820E-001	
3.499283000E+003	3.245540302E+001	3.681082382E+001	6.818174329E+000	2.213781853E+000	5.398926758E+000	4.760131005E+000	2.150225867E+000	2.438779932E+000	8.816809745E-001	2.213880827E+000	5.398479729E+000	4.760141377E+000	2.150134424E+000	2.438468984E+000	8.817559046E-001	2.213879263E+000	5.398949599E+000	4.760108884E+000	2.150121266E+000	2.438682944E+000	8.816731471E-001	
3.543129000E+003	3.285059191E+001	3.725972426E+001	6.901162847E+000	2.213822179E+000	5.399050144E+000	4.760153128E+000	2.150196693E+000	2.438791243E+000	8.816649227E-001	2.213986503E+000	5.399003122E+000	4.760711021E+000	2.150289090E+000	2.438588996E+000	8.817759341E-001	2.213893555E+000	5.398965213E+000	4.760366106E+000	2.150223571E+000	2.438674254E+000	8.817182400E-001	
3.586989000E+003	3.322680895E+001	3.768523819E+001	6.980031271E+000	2.213701766E+000	5.399007071E+000	4.760266489E+000	2.150364860E+000	2.438904443E+000	8.816929531E-001	2.213992255E+000	5.399130031E+000	4.760800517E+000	2.150323926E+000	2.438639981E+000	8.817717835E-001	2.213916661E+000	5.399206121E+000	4.760637897E+000	2.150323894E+000	2.438757617E+000	8.817292376E-001	
