Tripoli tab-delimited output of processed data for:
A520__U.trip
produced on: 2021-12-28

Each column header shows ratio name, Tripolized mean, Tripolized stdErr, Fractionation Corrected flag.
Data is presented by blocks that are separated by blank lines. 
Any discarded value is shown as a negative number. 
Any missing value is represented by a blank entry. 

Time            	i208_S1         	i207_S1         	i204_S1         	R64S1           	R74S1           	R84S1           	R86S1           	R76S1           	R87S1           	R64S2           	R74S2           	R84S2           	R86S2           	R76S2           	R87S2           	R64S3           	R74S3           	R84S3           	R86S3           	R76S3           	R87S3           	
3.673650000E+002	2.117113276E+001	8.948323318E+000	5.796648118E-001	1.689646407E+001	1.543706490E+001	3.652306010E+001	2.161580077E+000	9.136269478E-001	2.365932925E+000	1.689455813E+001	1.543325434E+001	3.652141894E+001	2.161726791E+000	9.135044682E-001	2.366410747E+000	1.689723839E+001	1.543711005E+001	3.652441303E+001	2.161561090E+000	9.135877526E-001	2.366013647E+000	
4.111890000E+002	2.135014583E+001	9.023750889E+000	5.845662472E-001	1.689529954E+001	1.543666083E+001	3.652305608E+001	2.161728828E+000	9.136660047E-001	2.365994595E+000	1.689650413E+001	1.543646269E+001	3.652605214E+001	2.161752033E+000	9.135891408E-001	2.366219054E+000	1.689676818E+001	1.543633691E+001	3.652506545E+001	2.161659854E+000	9.135674195E-001	2.366174415E+000	
4.549880000E+002	2.162660317E+001	9.140739149E+000	5.921449485E-001	1.689382477E+001	1.543665816E+001	3.652248191E+001	2.161883552E+000	9.137456061E-001	2.365957809E+000	1.689679726E+001	1.543688179E+001	3.652929337E+001	2.161906355E+000	9.135980956E-001	2.366364779E+000	1.689635869E+001	1.543718368E+001	3.652525607E+001	2.161723525E+000	9.136396756E-001	2.366056973E+000	
4.988170000E+002	2.191167111E+001	9.260209501E+000	5.998646272E-001	1.689603360E+001	1.543716546E+001	3.652769328E+001	2.161909366E+000	9.136561765E-001	2.366217644E+000	1.689731393E+001	1.543746592E+001	3.653023262E+001	2.161895835E+000	9.136047291E-001	2.366336082E+000	1.689725775E+001	1.543735387E+001	3.652731528E+001	2.161730372E+000	9.136011356E-001	2.366164279E+000	
5.426340000E+002	2.220885095E+001	9.386083947E+000	6.079645560E-001	1.689629195E+001	1.543853808E+001	3.652984493E+001	2.162003653E+000	9.137234442E-001	2.366146636E+000	1.689863881E+001	1.543907387E+001	3.653638858E+001	2.162090627E+000	9.136282541E-001	2.366488358E+000	1.689719961E+001	1.543815995E+001	3.652939952E+001	2.161861158E+000	9.136519838E-001	2.366175739E+000	
5.864530000E+002	2.251264767E+001	9.513944330E+000	6.162916317E-001	1.689535099E+001	1.543740632E+001	3.652921200E+001	2.162086601E+000	9.137073463E-001	2.366279105E+000	1.689799992E+001	1.543874679E+001	3.653566796E+001	2.162129727E+000	9.136434410E-001	2.366491818E+000	1.689704884E+001	1.543879273E+001	3.653144260E+001	2.162001362E+000	9.136975858E-001	2.366211092E+000	

6.918000000E+002	2.315828371E+001	9.787139850E+000	6.337908005E-001	1.689841529E+001	1.544222454E+001	3.653931817E+001	2.162292591E+000	9.138267864E-001	2.366195239E+000	1.690101084E+001	1.544122709E+001	3.654356974E+001	2.162212076E+000	9.136274290E-001	2.366623425E+000	1.689890295E+001	1.544014080E+001	3.653782317E+001	2.162141724E+000	9.136771090E-001	2.366417745E+000	
7.356530000E+002	2.343466774E+001	9.903328842E+000	6.414061675E-001	1.689689223E+001	1.544002746E+001	3.653639290E+001	2.162314372E+000	9.137791291E-001	2.366342481E+000	1.690144329E+001	1.544301587E+001	3.654873575E+001	2.162462407E+000	9.137098888E-001	2.366683817E+000	1.690062476E+001	1.544195211E+001	3.654196020E+001	2.162166235E+000	9.136911993E-001	2.366408078E+000	
7.795150000E+002	2.367680259E+001	1.000598211E+001	6.479047907E-001	1.689978813E+001	1.544359951E+001	3.654364488E+001	2.162372960E+000	9.138339125E-001	2.366264734E+000	1.690192677E+001	1.544248849E+001	3.654739061E+001	2.162320966E+000	9.136525495E-001	2.366677537E+000	1.690062202E+001	1.544280935E+001	3.654495653E+001	2.162343875E+000	9.137420701E-001	2.366470743E+000	
8.233740000E+002	2.375759889E+001	1.003939430E+001	6.500501379E-001	1.690040897E+001	1.544403072E+001	3.654733305E+001	2.162511755E+000	9.138258579E-001	2.366437474E+000	1.689972152E+001	1.544129123E+001	3.654415226E+001	2.162411505E+000	9.137009272E-001	2.366651320E+000	1.690213941E+001	1.544340927E+001	3.654702446E+001	2.162272099E+000	9.136955327E-001	2.366512719E+000	
8.672340000E+002	2.402115454E+001	1.015093069E+001	6.572139152E-001	1.690155013E+001	1.544539830E+001	3.654997861E+001	2.162522273E+000	9.138450721E-001	2.366399228E+000	1.690373176E+001	1.544446668E+001	3.655487415E+001	2.162532787E+000	9.136720163E-001	2.366858947E+000	1.690176630E+001	1.544380624E+001	3.654943348E+001	2.162462362E+000	9.137391893E-001	2.366607877E+000	
9.110930000E+002	2.432210498E+001	1.027791021E+001	6.654576625E-001	1.690101863E+001	1.544487469E+001	3.654944011E+001	2.162558418E+000	9.138428297E-001	2.366444587E+000	1.690274898E+001	1.544412860E+001	3.655244799E+001	2.162514987E+000	9.137051384E-001	2.366753667E+000	1.690058594E+001	1.544332279E+001	3.654720361E+001	2.162481451E+000	9.137744007E-001	2.366537572E+000	
9.549380000E+002	2.460913457E+001	1.039902621E+001	6.731519529E-001	1.690469986E+001	1.544825973E+001	3.655806755E+001	2.162597849E+000	9.138440707E-001	2.366484522E+000	1.690147977E+001	1.544377648E+001	3.655150688E+001	2.162621698E+000	9.137529190E-001	2.366746692E+000	1.690395566E+001	1.544646689E+001	3.655459621E+001	2.162487701E+000	9.137782422E-001	2.366534462E+000	
9.987980000E+002	2.487593086E+001	1.051148137E+001	6.806074638E-001	1.690007108E+001	1.544426403E+001	3.654960044E+001	2.162689155E+000	9.138579334E-001	2.366548536E+000	1.690417060E+001	1.544577704E+001	3.655843122E+001	2.162687072E+000	9.137258141E-001	2.366888446E+000	1.690338199E+001	1.544632937E+001	3.655472470E+001	2.162568693E+000	9.138011185E-001	2.366563850E+000	
1.042642000E+003	2.511668105E+001	1.061293480E+001	6.871103613E-001	1.690171230E+001	1.544574991E+001	3.655407117E+001	2.162743664E+000	9.138571074E-001	2.366610322E+000	1.690277697E+001	1.544546692E+001	3.655719682E+001	2.162792355E+000	9.137828026E-001	2.366856050E+000	1.690420379E+001	1.544710256E+001	3.655725761E+001	2.162613399E+000	9.138024337E-001	2.366609367E+000	
1.086533000E+003	2.537492486E+001	1.072249508E+001	6.941072440E-001	1.690300803E+001	1.544789392E+001	3.655764304E+001	2.162789190E+000	9.139138961E-001	2.366513081E+000	1.690695247E+001	1.544956603E+001	3.656653446E+001	2.162810508E+000	9.137995776E-001	2.366832466E+000	1.690427741E+001	1.544705169E+001	3.655901125E+001	2.162707720E+000	9.137954450E-001	2.366730686E+000	

1.285309000E+003	3.005620501E+001	1.269981913E+001	8.220318822E-001	1.690460200E+001	1.544930240E+001	3.656330814E+001	2.162920378E+000	9.139110404E-001	2.366664021E+000	1.690666376E+001	1.545014200E+001	3.657001241E+001	2.163053157E+000	9.138492503E-001	2.366969340E+000	1.690646369E+001	1.544946848E+001	3.656659893E+001	2.162876850E+000	9.138202264E-001	2.366851583E+000	
1.329123000E+003	3.045152733E+001	1.286623153E+001	8.328247412E-001	1.690423717E+001	1.544890646E+001	3.656414828E+001	2.163016758E+000	9.139073418E-001	2.366779058E+000	1.690656897E+001	1.544937686E+001	3.656875478E+001	2.162990896E+000	9.138091169E-001	2.367005161E+000	1.690503760E+001	1.544847513E+001	3.656308192E+001	2.162851262E+000	9.138385547E-001	2.366776113E+000	
1.372952000E+003	3.083901233E+001	1.303031310E+001	8.434227337E-001	1.690443633E+001	1.544932639E+001	3.656412270E+001	2.162989761E+000	9.139214161E-001	2.366713071E+000	1.690702278E+001	1.545037113E+001	3.657126111E+001	2.163081082E+000	9.138433971E-001	2.367015058E+000	1.690589671E+001	1.544950281E+001	3.656616499E+001	2.162923718E+000	9.138529044E-001	2.366818235E+000	
1.416815000E+003	3.124058558E+001	1.319956101E+001	8.543299302E-001	1.690508204E+001	1.545019148E+001	3.656735469E+001	2.163098328E+000	9.139376812E-001	2.366789741E+000	1.690826531E+001	1.545220113E+001	3.657653064E+001	2.163233778E+000	9.138844732E-001	2.367075753E+000	1.690651178E+001	1.545096255E+001	3.656935426E+001	2.163033673E+000	9.139059998E-001	2.366801042E+000	
1.460629000E+003	3.166585744E+001	1.337945679E+001	8.658980720E-001	1.690610886E+001	1.545153780E+001	3.656995952E+001	2.163121025E+000	9.139618071E-001	2.366752098E+000	1.690723896E+001	1.545090922E+001	3.657324972E+001	2.163171041E+000	9.138635385E-001	2.367061328E+000	1.690930683E+001	1.545337320E+001	3.657556890E+001	2.163043658E+000	9.138974977E-001	2.366833986E+000	
1.504473000E+003	3.206572434E+001	1.354781098E+001	8.766385405E-001	1.690927509E+001	1.545427261E+001	3.657804540E+001	2.163194177E+000	9.139524035E-001	2.366856489E+000	1.690922771E+001	1.545350406E+001	3.658022406E+001	2.163329081E+000	9.139095129E-001	2.367115180E+000	1.690821956E+001	1.545191523E+001	3.657287857E+001	2.163023637E+000	9.138700365E-001	2.366883201E+000	
1.548396000E+003	3.230258655E+001	1.364789203E+001	8.832398695E-001	1.690599131E+001	1.545207877E+001	3.657283561E+001	2.163306188E+000	9.140001602E-001	2.366855371E+000	1.690857968E+001	1.545233350E+001	3.657819100E+001	2.163291755E+000	9.138753104E-001	2.367162927E+000	1.690709883E+001	1.545143607E+001	3.657242341E+001	2.163140098E+000	9.139022741E-001	2.366927142E+000	
1.592219000E+003	3.246102718E+001	1.371474473E+001	8.876811826E-001	1.690423254E+001	1.545007937E+001	3.656833987E+001	2.163265311E+000	9.139769775E-001	2.366870681E+000	1.690718963E+001	1.545126890E+001	3.657648097E+001	2.163368470E+000	9.138874783E-001	2.367215354E+000	1.690749064E+001	1.545222162E+001	3.657454699E+001	2.163215570E+000	9.139275574E-001	2.366944242E+000	
1.636014000E+003	3.265466696E+001	1.379650868E+001	8.927915507E-001	1.690677603E+001	1.545322496E+001	3.657591397E+001	2.163387857E+000	9.140255323E-001	2.366879021E+000	1.690710413E+001	1.545134281E+001	3.657680142E+001	2.163398365E+000	9.138964721E-001	2.367224769E+000	1.690846378E+001	1.545300070E+001	3.657687586E+001	2.163228802E+000	9.139210340E-001	2.366975616E+000	
1.679873000E+003	3.282195796E+001	1.386681239E+001	8.973609319E-001	1.690647706E+001	1.545288177E+001	3.657609418E+001	2.163436773E+000	9.140213963E-001	2.366943248E+000	1.690813305E+001	1.545266835E+001	3.658040253E+001	2.163479695E+000	9.139192544E-001	2.367254749E+000	1.690933507E+001	1.545357689E+001	3.657932196E+001	2.163261998E+000	9.139080175E-001	2.367045650E+000	

1.785472000E+003	3.321824938E+001	1.403347204E+001	9.080121034E-001	1.690911553E+001	1.545515967E+001	3.658348744E+001	2.163536429E+000	9.140134880E-001	2.367072759E+000	1.690996159E+001	1.545449053E+001	3.658573100E+001	2.163560858E+000	9.139281861E-001	2.367320420E+000	1.691077372E+001	1.545596279E+001	3.658508653E+001	2.163418844E+000	9.139713559E-001	2.367053223E+000	
1.829348000E+003	3.337920327E+001	1.410151025E+001	9.123904160E-001	1.690929539E+001	1.545556595E+001	3.658434227E+001	2.163563971E+000	9.140277935E-001	2.367065845E+000	1.690948745E+001	1.545458071E+001	3.658545243E+001	2.163605049E+000	9.139591460E-001	2.367288581E+000	1.690981751E+001	1.545438399E+001	3.658177706E+001	2.163345467E+000	9.139296729E-001	2.367080893E+000	
1.873208000E+003	3.354054479E+001	1.416949501E+001	9.167135662E-001	1.691038154E+001	1.545684009E+001	3.658781327E+001	2.163630264E+000	9.140444325E-001	2.367095283E+000	1.691036244E+001	1.545487461E+001	3.658722056E+001	2.163597657E+000	9.139292351E-001	2.367357968E+000	1.690893731E+001	1.545460254E+001	3.658305668E+001	2.163533758E+000	9.139901727E-001	2.367130219E+000	
1.917075000E+003	3.368610054E+001	1.423159918E+001	9.207748993E-001	1.690892620E+001	1.545611115E+001	3.658451221E+001	2.163621259E+000	9.140799930E-001	2.366993344E+000	1.691169433E+001	1.545674242E+001	3.659065445E+001	2.163630310E+000	9.139677031E-001	2.367294055E+000	1.690900209E+001	1.545420613E+001	3.658268072E+001	2.163503235E+000	9.139632279E-001	2.367166609E+000	
1.960903000E+003	3.380650004E+001	1.428180465E+001	9.239506222E-001	1.691055880E+001	1.545732457E+001	3.658907655E+001	2.163682288E+000	9.140635005E-001	2.367102818E+000	1.691115360E+001	1.545622676E+001	3.659160339E+001	2.163755605E+000	9.139664348E-001	2.367434430E+000	1.691193300E+001	1.545756387E+001	3.659083996E+001	2.163610745E+000	9.140033767E-001	2.367180254E+000	
2.004857000E+003	3.393754504E+001	1.433708147E+001	9.275425379E-001	1.690979732E+001	1.545706087E+001	3.658866699E+001	2.163755502E+000	9.140890678E-001	2.367116705E+000	1.691236762E+001	1.545766991E+001	3.659399696E+001	2.163741812E+000	9.139861583E-001	2.367368250E+000	1.691471258E+001	1.546017242E+001	3.659732513E+001	2.163638605E+000	9.140073970E-001	2.367200322E+000	
2.048705000E+003	3.408461674E+001	1.439888305E+001	9.315404385E-001	1.691052990E+001	1.545706709E+001	3.658951918E+001	2.163712160E+000	9.140498363E-001	2.367170885E+000	1.691225964E+001	1.545834909E+001	3.659477886E+001	2.163801859E+000	9.140321531E-001	2.367314817E+000	1.691456101E+001	1.546047642E+001	3.659774676E+001	2.163682920E+000	9.140335601E-001	2.367181047E+000	
2.092549000E+003	3.423240147E+001	1.446098915E+001	9.355240230E-001	1.691057733E+001	1.545763529E+001	3.659168619E+001	2.163834237E+000	9.140808729E-001	2.367224062E+000	1.691220374E+001	1.545782167E+001	3.659550867E+001	2.163852165E+000	9.140039883E-001	2.367442804E+000	1.691260576E+001	1.545797576E+001	3.659367262E+001	2.163692168E+000	9.139913731E-001	2.367300427E+000	
2.136398000E+003	3.437209971E+001	1.452021833E+001	9.392937754E-001	1.691120574E+001	1.545865491E+001	3.659355636E+001	2.163864417E+000	9.141071987E-001	2.367188903E+000	1.691379978E+001	1.545899303E+001	3.659886017E+001	2.163846128E+000	9.139869950E-001	2.367480216E+000	1.691409867E+001	1.545963235E+001	3.659734344E+001	2.163718218E+000	9.140086413E-001	2.367284203E+000	
2.180242000E+003	3.451118961E+001	1.457851769E+001	9.430503040E-001	1.691128341E+001	1.545889718E+001	3.659527966E+001	2.163956382E+000	9.141173266E-001	2.367263281E+000	1.691336537E+001	1.545894506E+001	3.659911821E+001	2.163916962E+000	9.140076341E-001	2.367504254E+000	1.691144293E+001	1.545764827E+001	3.659246679E+001	2.163769641E+000	9.140348540E-001	2.367272573E+000	

2.365795000E+003	3.526122155E+001	1.489562224E+001	9.634867511E-001	1.691236841E+001	1.546012150E+001	3.659751575E+001	2.163949771E+000	9.141310738E-001	2.367220449E+000	1.691252071E+001	1.545772529E+001	3.659843010E+001	2.163984348E+000	9.139811595E-001	2.367646560E+000	1.691166188E+001	1.545815879E+001	3.659404799E+001	2.163835124E+000	9.140532073E-001	2.367296681E+000	
2.409640000E+003	3.536152876E+001	1.493717040E+001	9.661035574E-001	1.691402827E+001	1.546125183E+001	3.660221360E+001	2.164015160E+000	9.141081937E-001	2.367351233E+000	1.691421469E+001	1.546028033E+001	3.660209566E+001	2.163984337E+000	9.140406821E-001	2.367492366E+000	1.691342590E+001	1.545998716E+001	3.659961227E+001	2.163938429E+000	9.140659767E-001	2.367376628E+000	
2.453516000E+003	3.545110006E+001	1.497551492E+001	9.687382283E-001	1.691011252E+001	1.545878389E+001	3.659512861E+001	2.164097286E+000	9.141739223E-001	2.367270859E+000	1.691482597E+001	1.546088690E+001	3.660481992E+001	2.164067191E+000	9.140435102E-001	2.367575686E+000	1.691462416E+001	1.546112900E+001	3.660199828E+001	2.163926194E+000	9.140687287E-001	2.367356115E+000	
2.497379000E+003	3.554884707E+001	1.501703133E+001	9.713567956E-001	1.691124752E+001	1.545985100E+001	3.659710545E+001	2.164068938E+000	9.141756682E-001	2.367235328E+000	1.691359147E+001	1.546005395E+001	3.660216974E+001	2.164068453E+000	9.140609775E-001	2.367531824E+000	1.691465676E+001	1.546111620E+001	3.660272445E+001	2.163964955E+000	9.140662102E-001	2.367405042E+000	
2.541213000E+003	3.563931705E+001	1.505475435E+001	9.738037796E-001	1.691150448E+001	1.545974114E+001	3.659804757E+001	2.164091764E+000	9.141552814E-001	2.367313090E+000	1.691390812E+001	1.545970252E+001	3.660266966E+001	2.164057497E+000	9.140230878E-001	2.367617980E+000	1.691546416E+001	1.546189748E+001	3.660467069E+001	2.163976722E+000	9.140687675E-001	2.367411292E+000	
2.585086000E+003	3.572247309E+001	1.508996516E+001	9.760256073E-001	1.691263828E+001	1.546062424E+001	3.659993428E+001	2.164058243E+000	9.141462128E-001	2.367299905E+000	1.691366637E+001	1.546041789E+001	3.660383133E+001	2.164157110E+000	9.140784474E-001	2.367583566E+000	1.691571012E+001	1.546142458E+001	3.660439789E+001	2.163929130E+000	9.140275206E-001	2.367466057E+000	
2.628930000E+003	3.579213053E+001	1.511881777E+001	9.778684208E-001	1.691302621E+001	1.546099398E+001	3.660219490E+001	2.164142269E+000	9.141471072E-001	2.367389506E+000	1.691563888E+001	1.546227735E+001	3.660847116E+001	2.164179042E+000	9.140817826E-001	2.367598921E+000	1.691579494E+001	1.546213230E+001	3.660602321E+001	2.164014363E+000	9.140647756E-001	2.367462811E+000	
2.672760000E+003	3.587209005E+001	1.515283643E+001	9.800224224E-001	1.691402750E+001	1.546172422E+001	3.660333604E+001	2.164081620E+000	9.141361641E-001	2.367351500E+000	1.691623790E+001	1.546186489E+001	3.660903346E+001	2.164135648E+000	9.140250321E-001	2.367698446E+000	1.691535386E+001	1.546153629E+001	3.660528803E+001	2.164027328E+000	9.140533753E-001	2.367506523E+000	
2.716575000E+003	3.592596730E+001	1.517493228E+001	9.816178836E-001	1.691069994E+001	1.545910332E+001	3.659872940E+001	2.164235042E+000	9.141610561E-001	2.367454868E+000	1.691488288E+001	1.546160537E+001	3.660665826E+001	2.164168591E+000	9.140829106E-001	2.367584566E+000	1.691334611E+001	1.545982494E+001	3.660107144E+001	2.164034911E+000	9.140606977E-001	2.367495853E+000	
2.760405000E+003	3.598832863E+001	1.520158376E+001	9.830721770E-001	1.691469856E+001	1.546334452E+001	3.660802276E+001	2.164272844E+000	9.141956902E-001	2.367406528E+000	1.691462029E+001	1.546097342E+001	3.660700676E+001	2.164222792E+000	9.140597395E-001	2.367703880E+000	1.691311009E+001	1.546000859E+001	3.660211054E+001	2.164126547E+000	9.140843114E-001	2.367534942E+000	

2.865769000E+003	3.610977978E+001	1.525266838E+001	9.865299312E-001	1.691301580E+001	1.546092814E+001	3.660282231E+001	2.164180697E+000	9.141437771E-001	2.367440167E+000	1.691798922E+001	1.546392151E+001	3.661453887E+001	2.164237037E+000	9.140519781E-001	2.367739570E+000	1.691607885E+001	1.546361988E+001	3.660893047E+001	2.164149907E+000	9.141373731E-001	2.367423071E+000	
2.909582000E+003	3.613168290E+001	1.526157177E+001	9.869974981E-001	1.691406882E+001	1.546262458E+001	3.660767425E+001	2.164332818E+000	9.141871622E-001	2.367494215E+000	1.691538633E+001	1.546203279E+001	3.660976998E+001	2.164288137E+000	9.140809728E-001	2.367720368E+000	1.691546631E+001	1.546330436E+001	3.660868024E+001	2.164213482E+000	9.141518229E-001	2.367455195E+000	
2.953395000E+003	3.616943900E+001	1.527703768E+001	9.880505802E-001	1.691380639E+001	1.546179718E+001	3.660686985E+001	2.164318841E+000	9.141524281E-001	2.367568881E+000	1.691569285E+001	1.546249063E+001	3.661124714E+001	2.164336244E+000	9.140914747E-001	2.367745794E+000	1.691527762E+001	1.546226679E+001	3.660804963E+001	2.164200344E+000	9.141006812E-001	2.367573275E+000	
2.997226000E+003	3.618780357E+001	1.528553967E+001	9.885446631E-001	1.691441200E+001	1.546266976E+001	3.660715082E+001	2.164257961E+000	9.141712855E-001	2.367453447E+000	1.691751631E+001	1.546394962E+001	3.661452385E+001	2.164296649E+000	9.140791909E-001	2.367734295E+000	1.691424194E+001	1.546068232E+001	3.660538202E+001	2.164175146E+000	9.140629755E-001	2.367643372E+000	
3.041055000E+003	3.618622403E+001	1.528471206E+001	9.883847645E-001	1.691595232E+001	1.546433394E+001	3.661147494E+001	2.164316512E+000	9.141864224E-001	2.367478294E+000	1.691516339E+001	1.546205393E+001	3.661016827E+001	2.164340209E+000	9.140942701E-001	2.367742890E+000	1.691492670E+001	1.546187442E+001	3.660705227E+001	2.164186279E+000	9.140964482E-001	2.367568852E+000	
3.084872000E+003	3.620724896E+001	1.529388095E+001	9.890008832E-001	1.691560002E+001	1.546397097E+001	3.660992581E+001	2.164270009E+000	9.141840049E-001	2.367433687E+000	1.691487562E+001	1.546217674E+001	3.661000083E+001	2.164367131E+000	9.141170814E-001	2.367713256E+000	1.691738458E+001	1.546406149E+001	3.661263179E+001	2.164201660E+000	9.140929209E-001	2.367594815E+000	
3.128700000E+003	3.621206096E+001	1.529531091E+001	9.891863494E-001	1.691433224E+001	1.546251716E+001	3.660792628E+001	2.164314012E+000	9.141665743E-001	2.367526962E+000	1.691692608E+001	1.546379884E+001	3.661433280E+001	2.164360867E+000	9.141021697E-001	2.367745028E+000	1.691533518E+001	1.546259076E+001	3.660839807E+001	2.164213578E+000	9.141167228E-001	2.367546205E+000	
3.172561000E+003	3.620084339E+001	1.529043846E+001	9.887812680E-001	1.691564625E+001	1.546392408E+001	3.661157888E+001	2.164361819E+000	9.141787346E-001	2.367547764E+000	1.691636603E+001	1.546267150E+001	3.661221677E+001	2.164307435E+000	9.140657911E-001	2.367780805E+000	1.691732995E+001	1.546364518E+001	3.661236969E+001	2.164193155E+000	9.140712643E-001	2.367641605E+000	
3.216379000E+003	3.620293193E+001	1.529119883E+001	9.888353843E-001	1.691517537E+001	1.546384674E+001	3.661168735E+001	2.164428482E+000	9.141996108E-001	2.367566619E+000	1.691643565E+001	1.546340632E+001	3.661458721E+001	2.164438654E+000	9.141054678E-001	2.367821581E+000	1.691678147E+001	1.546397871E+001	3.661193628E+001	2.164237704E+000	9.141206169E-001	2.367562512E+000	
3.260206000E+003	3.617474056E+001	1.527936062E+001	9.879993695E-001	1.691650800E+001	1.546494977E+001	3.661413325E+001	2.164402561E+000	9.141927974E-001	2.367555911E+000	1.691926611E+001	1.546569072E+001	3.661974286E+001	2.164381281E+000	9.140875626E-001	2.367805196E+000	1.691851973E+001	1.546572858E+001	3.661700132E+001	2.164314721E+000	9.141301266E-001	2.367622134E+000	

3.464599000E+003	3.633734331E+001	1.534782580E+001	9.925559538E-001	1.691380059E+001	1.546293259E+001	3.660986887E+001	2.164496896E+000	9.142198706E-001	2.367588985E+000	1.691746045E+001	1.546517942E+001	3.661887408E+001	2.164560939E+000	9.141549028E-001	2.367827304E+000	1.691673695E+001	1.546440063E+001	3.661431785E+001	2.164384182E+000	9.141479637E-001	2.367651920E+000	
3.508441000E+003	3.630697080E+001	1.533530561E+001	9.915764203E-001	1.691687936E+001	1.546558117E+001	3.661540357E+001	2.164430140E+000	9.142100523E-001	2.367541392E+000	1.691680391E+001	1.546408748E+001	3.661651064E+001	2.164505236E+000	9.141258337E-001	2.367841665E+000	1.692025164E+001	1.546744447E+001	3.662181845E+001	2.164377885E+000	9.141379691E-001	2.367670919E+000	
3.552272000E+003	3.623670172E+001	1.530523139E+001	9.895093020E-001	1.691911095E+001	1.546749622E+001	3.662088031E+001	2.164468359E+000	9.142026595E-001	2.367602344E+000	1.691668281E+001	1.546359903E+001	3.661731552E+001	2.164568310E+000	9.141035040E-001	2.367968508E+000	1.691963805E+001	1.546676595E+001	3.661990245E+001	2.164343135E+000	9.141310180E-001	2.367650908E+000	
3.596117000E+003	3.617375424E+001	1.527905040E+001	9.877151685E-001	1.691950112E+001	1.546908551E+001	3.662366985E+001	2.164583317E+000	9.142755099E-001	2.367539427E+000	1.691738838E+001	1.546506138E+001	3.661884450E+001	2.164568411E+000	9.141518202E-001	2.367843463E+000	1.691726407E+001	1.546506401E+001	3.661652374E+001	2.164447134E+000	9.141586929E-001	2.367692996E+000	
